-0,009999999999999998
0,0012881565474070719
-0,0007117870772531633
-0,0002741424908385895
0,0005608344189191987
0,0003911180896314168
-0,00025354511634325457
-0,000560336284581849
-0,00030608688643741155
0,00020620047377596014
0,0005543077565018184
0,0005121353446732495
0,00013387799238409332
-0,0003416672637562684
-0,0006522237081906163
-0,0006425737398180083
-0,0003179142447567185
0,0001799647856919547
0,0006451273943403736
0,0008914566517087134
0,0008173055343558551
0,0004337800033660034
-0,0001456226376589482
-0,000744851336804343
-0,0011792860194198966
-0,0013076888074117438
-0,0010691831337326832
-0,0004978967065884253
0,000285950172392584
0,0011044210238709616
0,001762030734950945
0,002088520437119468
