-0,0015999999999999999
0,0002061050475851315
-0,00011388593236050614
-4,386279853417435E-05
8,973350702707179E-05
6,257889434102666E-05
-4,0567218614920715E-05
-8,965380553309585E-05
-4,8973901829985845E-05
3,299207580415363E-05
8,868924104029099E-05
8,194165514771991E-05
2,14204787814549E-05
-5,466676220100295E-05
-0,00010435579331049858
-0,0001028117983708813
