2
-0,1323194069459268
-0,12345588136122547
-0,11516443271590272
-0,107409899847765
-0,10015913923947656
-0,09338092099518835
-0,08704582919610783
-0,08112616653787355
-0,07559586314572142
-0,07043038945779818
-0,06560667306248631
-0,061103019372115264
-0,05689903601287483
-0,052975560809005375
-0,04931459323832733
-0,04589922923582634
-0,042713599222236436
-0,03974280923529801
-0,03697288504256152
-0,03439071911617815
-0,031984020352037276
-0,02974126641781394
-0,027651658616935547
-0,025705079158135257
-0,023892050723078477
-0,02220369822751058
-0,02063171267443974
-0,019168317001012604
-0,017806233823946645
-0,01653865499161755
-0,015359212854156219
-0,014261953166164161
-0,01324130953989363
-0,012292079369952651
-0,011409401153765911
-0,010588733135147504
-0,009825833201409288
-0,009116739967430705
-0,00845775498305177
-0,0078454260030085
-0,007276531261412349
-0,006748064695474425
-0,006257222065790469
-0,005801387923034069
-0,005378123373348333
-0,004985154597083933
-0,004620362077801179
-0,004281770500636555
-0,003967539281232146
-0,0036759536884379464
-0,0034054165259262714
-0,0031544403397039227
-0,00292164012027371
-0,0027057264698851008
-0,0025054992069244416
-0,002319841381032406
-0,0021477136740008624
-0,00198814916289594
-0,0018402484231815805
-0,0017031749508794154
-0,0015761508840000625
-0,0014584530046193825
-0,0013494090040533206
-0,0012483939946096097
-0,0011548272523651437
-0,0010681691763374291
-0,0009879184502888296
-0,0009136093942255606
-0,0008448094934320874
-0,0007811170936170992
-0,0007221592514422944
-0,0006675897303612356
-0,0006170871323145518
-0,0005703531564117993
-0,0005271109762806546
-0,00048710372828296374
-0,0004500931032857696
-0,0004158580351354882
-0,00038419347941647295
-0,0003549092764825027
-0,00032782909313287643
-0,00030278943766492424
-0,0002796387433731472
-0,0002582365158831647
-0,00023845254000713298
-0,00022016614208758586
-0,00020326550405962463
-0,00018764702570807788
-0,00017321473182765123
-0,0001598797212109571
-0,00014755965459262881
-0,00013617827886818704
-0,00012566498508471293
-0,00011595439786746584
-0,0001069859941029374
-9,870374884520475E-05
-9,105580654936962E-05
-8,399417586393565E-05
-7,7474446333757E-05
-7,145552547713845E-05
-6,5899394805322E-05
-6,077088345037127E-05
-5,603745815880198E-05
-5,166902849362386E-05
-4,763776616710418E-05
-4,391793750092707E-05
-4,048574807981925E-05
-3,731919872946225E-05
-3,439795200992615E-05
-3,170320847219272E-05
-2,9217591977878018E-05
-2,692504343124168E-05
-2,4810722318220435E-05
-2,2860915489772337E-05
-2,106295266645175E-05
-1,9405128178063634E-05
-1,787662848663463E-05
-1,64674650729603E-05
-1,5168412296803863E-05
-1,3970949868570553E-05
-1,2867209596109854E-05
-1,1849926094329905E-05
-1,0912391167663839E-05
-1,0048411596225894E-05
-9,252270075833414E-06
-8,518689080055325E-06
-7,84279742916667E-06
-7,22009936642853E-06
-6,646445956557773E-06
-6,118008634670655E-06
-5,631254746455248E-06
-5,182924931910586E-06
-4,770012215748999E-06
-4,389742677550055E-06
-4,039557584030673E-06
-3,717096874409229E-06
-3,4201838978359154E-06
-3,146811309281121E-06
-2,8951280371597233E-06
-2,6634272423571927E-06
-2,450135194250675E-06
-2,253800994815891E-06
-2,073087087009316E-06
-1,9067604883439593E-06
-1,7536846949609212E-06
-1,6128122055638342E-06
-1,4831776183508933E-06
-1,3638912575716284E-06
-1,2541332895716047E-06
-1,1531482911874609E-06
-1,0602402361329828E-06
-9,747678675909255E-07
-8,961404276096419E-07
-8,238137161115684E-07
-7,572864543657623E-07
-6,960969296701008E-07
-6,39819899741841E-07
-5,880637369382694E-07
-5,404677939312402E-07
-4,966999738499268E-07
-4,564544891927107E-07
-4,194497949997421E-07
-3,854266828793644E-07
-3,5414652350058024E-07
-3,253896461065675E-07
-2,9895384447611477E-07
-2,746529995662741E-07
-2,523158098152675E-07
-2,3178462077415164E-07
-2,1291434637331128E-07
-1,9557147471915895E-07
-1,796331518612055E-07
-1,6498633747321065E-07
-1,5152702685743726E-07
-1,3915953411111107E-07
-1,2779583169152152E-07
-1,173549419833329E-07
-1,0776237681086211E-07
-9,89496211513637E-08
-9,085365759478508E-08
-8,341652836272551E-08
-7,658493194617038E-08
-7,03098516495179E-08
-6,454621353886214E-08
-5,9252571486824543E-08
-5,439081718560221E-08
-4,992591316549351E-08
-4,58256470090132E-08
-4,206040509176388E-08
-3,860296431143092E-08
-3,542830038639622E-08
-3,251341141631774E-08
-2,98371554993036E-08
-2,738010129465764E-08
-2,512439050722564E-08
-2,3053611349657554E-08
-2,115268211295885E-08
-1,9407744044007043E-08
-1,780606279169239E-08
-1,6335937741429966E-08
-1,498661861134361E-08
-1,3748228732802076E-08
-1,2611694483513282E-08
-1,1568680383346252E-08
-1,0611529401738307E-08
-9,733208061200065E-09
-8,927255954294845E-09
-8,187739321755565E-09
-7,509208367313465E-09
-6,886658010529406E-09
-6,31549180261732E-09
-5,7914887520809315E-09
-5,310772827099106E-09
-4,869784920125005E-09
-4,465257077231199E-09
-4,094188810455441E-09
-3,7538253258807706E-09
-3,4416375135189963E-09
-3,1553035573477386E-09
-2,8926920351587756E-09
-2,651846388289075E-09
-2,430970650892661E-09
-2,228416337238276E-09
-2,0426703936439885E-09
-1,872344129139889E-09
-1,7161630458361102E-09
-1,572957496311052E-09
-1,4416541011679376E-09
-1,3212678652765854E-09
-1,2108949361573925E-09
-1,1097059525112643E-09
-1,0169399350823738E-09
-9,31898675889823E-10
-8,539415854058807E-10
-7,824809605163491E-10
-7,169776390962043E-10
-6,569370097907197E-10
-6,0190534812855E-10
-5,514664524261247E-10
-5,052385550881305E-10
-4,6287148688227923E-10
-4,2404407358116747E-10
-3,8846174603281284E-10
-3,558543462560182E-10
-3,2597411356757453E-10
-2,985938360457089E-10
-2,7350515382685104E-10
-2,505170018293201E-10
-2,294541805055967E-10
-2,1015604415140907E-10
-1,924752971516818E-10
-1,7627688932624832E-10
-1,614370022577969E-10
-1,478421191458599E-10
-1,3538817133837583E-10
-1,2397975525090695E-10
-1,1352941389679784E-10
-1,0395697772315694E-10
-9,518895988087215E-11
-8,715800145496441E-11
-7,98023625473859E-11
-7,306545544038241E-11
-6,68954163772437E-11
-6,12447127808443E-11
-5,6069782990843464E-11
-5,133070583968654E-11
-4,69908976072928E-11
-4,301683409614718E-11
-3,9377795753877564E-11
-3,6045633940615865E-11
-3,299455659477052E-11
-3,0200931694378185E-11
-2,7643107043008288E-11
-2,5301245030222825E-11
-2,315717112770353E-11
-2,119423498418379E-11
-1,9397183075978276E-11
-1,7752041955884926E-11
-1,6246011222167507E-11
-1,4867365401776167E-11
-1,3605364008474357E-11
-1,2450169097582046E-11
-1,1392769695073648E-11
-1,0424912530193567E-11
-9,539038547942085E-12
-8,728224721097845E-12
-7,986130721185852E-12
-7,306950044272064E-12
-6,685365220932751E-12
-6,116506770453061E-12
-5,595915587486191E-12
-5,1195084752543554E-12
-4,683546563089794E-12
-4,2846063678732156E-12
-3,919553278886845E-12
-3,585517263911537E-12
-3,2798706111939838E-12
-3,000207537317601E-12
-2,7443255051438773E-12
-2,5102081089526123E-12
-2,296009395799251E-12
-2,1000395030108653E-12
-1,9207515017423206E-12
-1,7567293456851728E-12
-1,6066768324311654E-12
-1,4694074927046033E-12
-1,3438353297491506E-12
-1,228966337638832E-12
-1,1238907332285778E-12
-1,0277758419104734E-12
-9,398595823400332E-13
-8,594444998786629E-13
-7,858923026991908E-13
-7,186188583523917E-13
-6,570896121224531E-13
-6,00815391735558E-13
-5,493485659519674E-13
-5,022795272909732E-13
-4,592334716302965E-13
-4,198674497055965E-13
-3,838676676293623E-13
-3,5094701546708593E-13
-3,208428046669944E-13
-2,9331469675111483E-13
-2,681428071520764E-13
-2,4512596943335234E-13
-2,240801463706047E-13
-2,0483697550802408E-13
-1,8724243784468384E-13
-1,711556392597822E-13
-1,5644769515968624E-13
-1,430007096303962E-13
-1,3070684111265738E-13
-1,194674472890479E-13
-1,0919230248802373E-13
-9,979888147396513E-14
-9,121170400891004E-14
-8,336173504494839E-14
-7,618583583977435E-14
-6,962626168496332E-14
-6,363020230026159E-14
-5,814936128028573E-14
-5,3139571285124986E-14
-4,856044194577052E-14
-4,437503771118287E-14
-4,054958309817676E-14
-3,705319301990851E-14
-3,385762606528215E-14
-3,093705878156314E-14
-2,8267879177271418E-14
-2,5828497813330687E-14
-2,3599174988609216E-14
-2,156186265249378E-14
-1,9700059792966948E-14
-1,7998680154697615E-14
-1,644393123874795E-14
-1,5023203624381033E-14
-1,3724969734825526E-14
-1,2538691243348175E-14
-1,1454734384173513E-14
-1,0464292495217367E-14
-9,559315176739762E-15
-8,73244350232766E-15
-7,976950766494751E-15
-7,286688297004283E-15
-6,656035900131403E-15
-6,079856543789543E-15
-5,5534549170431744E-15
-5,072539535278443E-15
-4,633188088442747E-15
-4,2318157555185555E-15
-3,865146231963684E-15
-3,5301852384171533E-15
-3,2241962987059373E-15
-2,9446785932461964E-15
-2,6893467104585936E-15
-2,45611213393731E-15
-2,243066316947694E-15
-2,0484652084866926E-15
-1,870715106721726E-15
-1,7083597262211021E-15
-1,5600683750836747E-15
-1,4246251469453015E-15
-1,3009190409543626E-15
-1,1879349302316867E-15
-1,0847453061216592E-15
-9,90502731753412E-16
-9,044329441139047E-16
-8,258285490331834E-16
-7,540432582369179E-16
-6,884866219710088E-16
-6,286192146812445E-16
-5,73948234869829E-16
-5,240234835788579E-16
-4,784336889946785E-16
-4,3680314745122675E-16
-3,9878865365653336E-16
-3,6407669529519357E-16
-3,3238088928923517E-16
-3,0343963894721806E-16
-2,7701399301247083E-16
-2,528856892499473E-16
-2,3085536670047903E-16
-2,1074093209308528E-16
-1,923760671512122E-16
-1,7560886466748962E-16
-1,6030058226270638E-16
-1,463245036966635E-16
-1,3356489846899192E-16
-1,2191607124378253E-16
-1,1128149335950905E-16
-1,0157300935090501E-16
-9,271011201762355E-17
-8,461928013050895E-17
-7,723337337457872E-17
-7,049107959250413E-17
-6,433640981714784E-17
-5,871823697003E-17
-5,3589874457567215E-17
-4,890869122138922E-17
-4,4635760095650095E-17
-4,073553659535268E-17
-3,717556550751093E-17
-3,3926212883484904E-17
-3,0960421237836375E-17
-2,825348594828278E-17
-2,5782851024261487E-17
-2,352792256967661E-17
-2,146989840985975E-17
-1,959161248479013E-17
-1,7877392731278963E-17
-1,631293128708117E-17
-1,4885165950662405E-17
-1,3582171922433931E-17
-1,2393062937411066E-17
-1,130790097614941E-17
-1,031761381107521E-17
-9,413919709532954E-18
-8,589258673542784E-18
-7,836729649865098E-18
-7,150033192954193E-18
-6,523419108135819E-18
-5,9516386432353485E-18
-5,429900834245028E-18
-4,953832644752186E-18
-4,519442570038174E-18
-4,1230874052495284E-18
-3,761441903073151E-18
-3,4314710701289892E-18
-3,130404873017734E-18
-2,855715144809096E-18
-2,6050945008863504E-18
-2,3764370896254056E-18
-2,1678210185168684E-18
-1,977492310159569E-18
-1,8038502551793322E-18
-1,6454340406582135E-18
-1,5009105431930692E-18
-1,369063185323878E-18
-1,2487817628600154E-18
-1,1390531586599367E-18
-1,0389528657509024E-18
-9,47637249371549E-19
-8,643364836360124E-19
-7,883481041034973E-19
-7,1903112263902945E-19
-6,558006556095966E-19
-5,981230207147615E-19
-5,455112616368432E-19
-4,975210632438025E-19
-4,537470233190287E-19
-4,138192497512418E-19
-3,77400254820148E-19
-3,4418212068143806E-19
-3,1388391240782707E-19
-2,862493170008391E-19
-2,610444886667712E-19
-2,380560823659654E-19
-2,170894592112057E-19
-1,9796704872124104E-19
-1,8052685424167422E-19
-1,6462108903779705E-19
-1,501149316527414E-19
-1,3688539011845582E-19
-1,248202655144668E-19
-1,1381720619812095E-19
-1,037828447864197E-19
-9,463201066022203E-20
-8,628701139216254E-20
-7,867697707517776E-20
-7,173726205410274E-20
-6,540889904247589E-20
-5,963810104462792E-20
-5,437580690293788E-20
-4,9577266655025285E-20
-4,520166321882551E-20
-4,1211767227554805E-20
-3,757362211415146E-20
-3,4256256798172687E-20
-3,123142355936757E-20
-2,8473358893277887E-20
-2,5958565336881315E-20
-2,3665612428164465E-20
-2,1574955124046712E-20
-1,9668768147565956E-20
-1,7930794868976745E-20
-1,634620944744313E-20
-1,4901491071397117E-20
-1,3584309237299526E-20
-1,238341909930514E-20
-1,1288566007018346E-20
-1,0290398425790773E-20
-9,380388504533814E-21
-8,550759620379468E-21
-7,794420288245042E-21
-7,104903876959683E-21
-6,4763136225136355E-21
-5,903272473622528E-21
-5,3808773455282696E-21
-4,904657395116523E-21
-4,4705359643470625E-21
-4,074795869933858E-21
-3,714047745447637E-21
-3,3852011677791046E-21
-3,0854383234057668E-21
-2,8121899913578023E-21
-2,563113639347275E-21
-2,3360734473819598E-21
-2,1291220894785734E-21
-1,940484118953009E-21
-1,7685408163293425E-21
-1,6118163712816805E-21
-1,4689652813121346E-21
-1,3387608601682119E-21
-1,2200847583979431E-21
-1,1119174070145272E-21
-1,013329303061906E-21
-9,234730630072803E-22
-8,415761763955432E-22
-7,66934398137313E-22
-6,9890572321942505E-22
-6,369048925672656E-22
-5,803983832957553E-22
-5,2889984069767645E-22
-4,819659130681705E-22
-4,391924538859327E-22
-4,0021105899208956E-22
-3,6468590925443357E-22
-3,323108918014259E-22
-3,028069752784869E-22
-2,759198167396775E-22
-2,5141757975811477E-22
-2,2908894513571716E-22
-2,087412972322333E-22
-1,9019907042841845E-22
-1,7330224160205162E-22
-1,5790495573907534E-22
-1,4387427293647827E-22
-1,3108902608815022E-22
-1,1943877948833099E-22
-1,0882287944788876E-22
-9,914958880335378E-23
-9,033529791434226E-23
-8,230380539774959E-23
-7,498566244224989E-23
-6,831757508953941E-23
-6,224185936373708E-23
-5,670594458179084E-23
-5,166192058943138E-23
-4,7066125042567234E-23
-4,287876719638556E-23
-3,906358497655455E-23
-3,5587532391578724E-23
-3,2420494604939756E-23
-2,9535028222307337E-23
-2,690612456495068E-23
-2,4510993897250323E-23
-2,2328868755647376E-23
